JOSE ;AGUILAR;SALAZAR;PALO AZUL NO. 406, COLONIA MIRASOL 2 SECTOR                                     
JUAN PABLO;ARGUETA;SANDOVAL;CANADA No 505 COL VISTA HERMOSA                                                 
VERONICA ;AGUIRRE;SALAZAR;AV RUIZ CORTINES S/N ED-3 L-5 COL JARDINES DE LA VICTORIA                       
ALEJANDRO ;AGUILERA;TORRES;MODESTO ARREOLA NO 1434 OTE CTRO CD                                             
FATIMA ALEJANDRA;ANGULO;TEJEDA;25 DE DICIEMBRE No 430-A  COL ROBLE                                             
SUSANA ;AGUILLON;TREJO;ALDAMA NO 115 COL SAN RAFAEL                                                    
JOSE ANTONIO;AGUAYO;VAZQUEZ;AV COLON No 3005 ote  COLMADERO                                                 
ERENDIRA VIRIDIANA;AGUILAR;VILLEGAZ;AMERICA NO. 434 SUR, COLONIA CENTRO                                             
GRECIA DANNIELA;AGUILAR;VAZQUEZ;JUAREZ NO 210 PTE L-103 CENTRO CADEREYTA                                        
LUIS FRANCISCO;AZUARA;VAZQUEZ;AVI HIDALGO No 2705-A pte COL OBISPADO                                          
SERGIO ;AGUIRRE;ZAMORA;AV PIO X No 436 COL PIO x ESQ con MIGUEL NIETO                                  
ALEXIA ;BAUTISTA;AGUIRRE;AV.LOS ANGELES #1000 INT.438 COL.GARZA CANTU
JOSE CARLOS;BARRANCO;AVILA;MARCO DE NIZA NO 2903 COL CUMBRES 5O SECTOR                                     
EDGAR GERARDO;BARBEYTTO;ALANIS;MIGUEL NIETO NO. 660 SUR, COLONIA CENTRO                                        
JONATHAN GABRIEL;BARRIOS;ACOSTA;2 DE ABRIL NO. 614, COLONIA INDEPENDENCIA                                       
MIRIAM ;BRAVO;ARROYO;INDUSTRIAS DEL ORIENTE No 3139 COL JARDINES DE SAN RAFAEL                       
SANTIAGO;BARCENA;ALVAREZ;GUSTAVO ADOLFO BECKER No 418 COL ANAHUAC
DIANA ;BALDERAS;CARRASCO;AV LOS ANDES No 1057 COL INDUSTRIAL BENITO JUAREZ                               
JOSE EMILIO;BALDERAS;CARBAJAL;15 DE MAYO NO. 1125 PTE., COLONIA CENTRO                                        
FERNANDO ENRIQUE;BLANCO;CRUZ;JOSE MA CASTORENA No 426 COL SAN JOSE DE LOS CEDROS
GERARDO ;BRACHO;CARPIZO;SINALOA No 1021 COL NUEVO REPUEBLO                                              
JOSE GUSTAVO;BARRIOS;CARVAJAL;FRANCISCO BELDEN No 420 COL  CHEPEVERA                                          
GABRIELA ;BARRERA;CHAVARRIA;AV.LOMA LARGA No 215 sur COL LOMA LARGA                                         
JULIA ;BAUTISTA;CABRERA;DISTRITO B-3 COL LEONES                                                         
LILIANA HERMILA;BARRERA;CINTORA;AV PINO SUAREZ SUR NO 510 CTRO CD                                               
MARTHA ELENA FEDERICA;BARCENA;COQUI;10 AVE. NO. 210, COLONIA CUMBRES                                                
MEZTLI;BASTIDA;CUEVAS;AV.EUGENIO GZA.SADA # 3832 COL.MAS PALOMAS
ROSARIO ;BARRETO;CORRES;AV MORONES PRIETO No 2805 2oPISO COL LOMAS DE SAN FCO
RICARDO ;BALLESTEROS;CUEVAS;13 de SEPTIEMBRE No 1715 COL MARTINEZ                                           
STEPHANY DEL PILAR;BARRERA;CORREA;AV DIEGO DIAZ DE BERLANGA No 300 COL RES NOGALAR                                
ALEJANDRO;BASURTO;DIAZ;TACUBAYA # 1701 FRACC.JARDIN ESPANOL
KARLA JIMENA;BLANCO;DOMINGUEZ;PROLONGACION LOS SOLES T-3PB-102 No. 200 COL. VALLE ORIENTE
MARIA DE LOURDES ;BARTOLO;DOMINGUEZ;CARR A STA ROSA # 601 CENTRO APODACA
PATRICIA GEORGINA;BARQUET;DIAZ;PASEO DE LOS SAUCES No 838 FRACC  PASEO DE SAN MIGUEL                           
ROLDAN ;BARRIOS;DIAZ;REFORMA No 2220 ote COL MODELO                                                  
RAFAEL ;BARCELO;DURAZO;VICENTE RIVAPALACIO NO. 399 OTE., COLONIA CENTRO                                
YOLANDA ;BASURTO;ESPINOSA;AMAZONAS No 404-B COL DEL VALLE
ALEJANDRO ;BRAVO;FRAGOSO;BOSQUES DE ALISOS No 47-A  COL BOSQUES DE LAS LOMAS                             
ANA PAOLA;BARBOSA;FERNANDEZ;PUERTO MAZATLAN No 3968 COL VALLE DE LAS BRISAS
JOSE FELIPE FRANCISCO ;BARDALES;FLORES;AUTOPISTA DE CUOTA MTY-REYNOSA No 9350-D                                        
GUILLERMO ;BASURTO;FIESCO;AV MORONES PRIETO # 702 COL ESMERALDA
PABLO;BAUTISTA;FLORES;HORNOS ALTOS NO. 179, FRACCIONAMIENTO BUENOS AIRES                              
AIDA BETHZABETH;BRAVO;GALINDO;LIBRAMIENTO NACIONES UNIDAS No 694 COL LIBERTAD                                 
INES MAXAIRA;BALTAZAR;GUTIERREZ;CARR  MIGUEL ALEMAN No 1000  COL LA TALAVERNA                                   
JUDITH ;BARRERA;GONZALEZ;AV LAS PUENTES No 739-A COL LAS PUENTES 6o SECTOR                               
MATILDE ;BARBOZA;GALLEGOS;GUADALAJARA No 913 COL MITRAS SUR                                               
PEDRO LUDWIG;BARRAGAN;GARZA;NUEVA # 105-A COL AURORA
SANTIAGO ;BALLINA;GARCIA;AV FELIX U GOMEZ No 2818 nte COL CEMENTOS                                       
DULCE ALICIA;BARRERA;IBARRA;JESUS DE ÑA GARZA NO. 608, COLONIA ADOLFO PRIETO                                
J. JESUS ;BARAJAS;IBARRA;CALZADA DEL VALLE # 400L-814 COL DEL VALLE
ANA SOFIA;BARBA;JIMENEZ;JALISCO 414 SUR COL INDEPENDENCIA
ERNESTO;BARAJAS;JIMENEZ;AV HUMBERTO LOBO No 240 L-2 COL DEL VALLE                                       
OMAR ;BAUTISTA;JACOME;MOZART No 717 COL OBISPADO                                                      
JOSE ARQUIMIDES;BAROJAS;LOPEZ;NEIL ROAD No 6100 SUITE No 100                                                  
ERNESTO ;BAUTISTA;LARA;AV SANTA FE No 170 L-2,4 y 12 COL LOMAS DE SANTA FE                             
MARIA ELENA;BACA;LUNA;AV MUNDIAL No 144  PARQUE INDUSTRIAL MULTIPARK                                  
IVAN ;BACA;LUNA;HIDALGO No 444 nte CENTRO SAN PEDRO                                             
MELISA;BARRIENTOS;LICONA;PRIV CENTRAL No 611 COL GUERRA
STEPHANIE MARIE;BLACK;LEON;BRUSELAS No 806 sur  COL EL MIRADOR                                             
VICTOR ;BASURTO;LOZANO;PADRE KINO # 303-A COL LAS MISIONES
ALFREDO CRISANTO;BA�OS;MARTINEZ;DIEGO DE MONTEMAYOR NO. 340 SUR INTERIOR 8-9, COLONIA CENTRO                    
BEATRIZ EUGENIA;BARQUERA;MONTORO;BENITO JUAREZ # 137 NTE CENTRO SAN PEDRO                                        
ESTEFANIA;BAZO;MACHUCA;AVE. LOS ANGELES NO. 1000 INT. 242  MERCADO DE ABASTOS ESTRELLA                 
MIGUEL ANGEL;BARRIOS;;GUADALAJARA No 1016 COL MITRAS SUR                                              
JUAN CARLOS;BARRERA;MARTINEZ;ALLENDE No 1150 ote CTRO CD                                                     
MARTHA MARIA MAYELA;BRAVO;MARTINEZ;AVE. BARTOLOME DIAZ NO. 2832, COLONIA CUMBRES 4TO. SECTOR                       
PATRICIA ELIZABETH;BARRAGAN;MENDOZA;PEDRO CELESTINO NEGRETE NO. 1421  COLONIA INDUSTRIAL                            
ROBERTO CARLOS;BAEZ;MONTIEL;AVE. HUINALA NO. 720 REGIO PARQUE INDUSTRIAL                                    
SELENE ;BARCELO;MONROY;AV MONTE DE LOS OLIVOS No 119 COL MONTE DE LOS OLIVOS
ALBA YURINA;BARRIOS;ORTIZ;HUIZACHE NO 203 COL HDA SANTO DOMINGO                                           
JOSE LUIS;BASULTO;ORTEGA;HIDALGO NO. 569-A PTE., COLONIA CENTRO                                          
MARIA ANTONIETA;DE LA BARRERA;DEL POZO;SIMON BOLIVAR NO. 1208 NTE., COLONIA MITRAS CENTRO                              
BEATRIZ ;BARRAZA;PE�A;LEONA VICARIO No 106 COL EMILIANO ZAPATA
MARIA ELISA;BANDA;PEREZ;CERRO DEL CUBILETE NO. 939  COLONIA LAS PUENTES 10° SECTOR                      
JAVIER FELIPE;BASULTO;POOT;SIERRA MORENA # 847 COL LAS PUENTES 7o SECTOR
MARIA LETICIA;BARRAZA;PACHECO;CARR NACIONAL Km 266 No 219 EL URO                                              
LAURA VALERIA;BAUTISTA;PUENTE;LOMA LINDA NO. 415-A COLONIA LOMA LARGA                                         
PEDRO ;BLANCO;PEREZ;CARRETERA NACIONAL S/N, COLONIA CENTRO                                          
ALFREDO ;BARRIENTOS;RAMIREZ;AGUSTIN LARA No 308 COL BUENOS AIRES
CECILIA TREEMONISHA;BARROS;RUIZ;MIRASOL NO. 1700 COLONIA JARDINES DE LAS TORRES                                 
EVA MARTHA;BALBUENA;REYES;MANUEL DE LA PEÑA Y PEÑA NO. 923  COLONIA BELLA VISTA                           
EDGAR RUBEN;BARRERA;RAMIREZ;AV EUGENIO GARZA SADA # 4514L-1 COL LAS BRISAS
MARIA FERNANDA;BASURTO;RODRIGUEZ;MATAMOROS #128 CTRO SAN PEDRO
GABRIEL ;BARRIOS;RIVERA;ZAGUERO NO 215 COL CONTRY                                                       
HUGO EDUARDO;BARRERA;RETAMA;AV ENRIQUE C LIVAS No 688 COL VISTA HERMOSA                                     
KARINA BELEN;BLAS;RODRIGUEZ;AVE. SAN JOSE NO. 4825  COLONIA LOS CEDROS                                      
LUZ ELENA;BA�OS;RIVAS;AV HIDALGO No 234 CTRO CD                                                       
LEONARDO ARMANDO;BARRAGAN;ROSAS;AV HIDALGO No 865 CTRO TORREON
JOSE LUIS;BARRERA;RUIZ;ESCOBEDO NO 604-C CTRO APODACA                                                  
JOSE RODRIGO;BAEZ;RICARDEZ;CELAYA # 3126, COL. MITRAS CENTRO
ADRIANA ;BACELIS;SOTOMAYOR;ORION NO. 1114  COLONIA J. DEL BOSQUE                                           
LAURA GUADALUPE;BAUTISTA;TORRES;AV TOCHTLI No 253 COL SAN FCO TETECALA                                          
CANDELARIO GUADALUPE;BARBOZA;URBINA;AV VENUSTIANO CARRANZA No 117-B CTRO CD
CRISTOPHER;BALLINAS;VALDES;SIMON BOLIVAR NO. 407 INT.3, COLONIA CHEPEVERA                                  
EVA;BAILON;VAZQUEZ;CARVAJAL Y DE LA CUEVA NO. 1510 NTE. COLONIA TERMINAL                           
JOSE FEDERICO GUILLERMO;BASS;VILLARREAL;2 de ABRIL No 1403 COL NUEVO REPUEBLO                                           
LEOPOLDO ;BARAJAS;VELASCO;16 DE SEPTIEMBRE NO. 1511  COLONIA NUEVAS COLONIAS                              
MERCEDES;BARBA;VALLEJO;PLAYA PUNTA DEL ESTE NO. 3505  COLONIA PRIMAVERA                                
NANCY MAGDALENA;BARAJAS;VARELA;JUAN IGANCIO RAMON NO. 307 PTE., COLONIA CENTRO                                 
ROCIO ;BARAJAS;VELAZCO;PROL BENITO JUAREZ No 112 CTRO STA CATARINA                                     
CARLOS SALVADOR ;BECERRIL ;ALBA;LIMON No 3316 COL MODERNA                                                       
DARIO ALBERTO;BERNAL;ACERO;PRIVADA UNO # 2233 COL CONTRY SOL 2O SECTOR
IMELDA ;BELTRAN;AYALA;CARR A LAREDO Km 9.94 COL EX-HDA EL CANADA                                      
RAFAEL ;BERNAL;CUEVAS;AV VENUSTIANO CARRANZA No 552 COL MA LUISA                                      
SALVADOR ;BELTRAN ;CORTES ;AV PASEO DE LOS LEONES No 457 COL MITRAS CENTRO                                 
EDUARDO ;BENITEZ;DIAZ;HERMOSILLO # 115 COL MITRAS CENTRO
JUANA ;BETANCOURT;ESLAVA;SIERRA BAJA No 125 COL SIERRA DEL VALLE                                         
ESTEBAN OCIEL;BERNAL;FLORES;AVE. COSTA DE MARFIL NO. 146, COLONIA PRADOS DE LA CIENEGUITA                   
CLAUDIA AMARANTA;BERNAL ;GARCIA;AV UNIVERSIDAD No 320 PTE CTRO DE QUERETARO
JUDITH ;BENITEZ;GARCIA;PORFIRIO DIAZ NO. 209 NORTE, COLONIA CENTRO                                     
SUILMA GRACIELA;BENITEZ;GARCIA;AV EUGENIO GARZA SADA NO 2245 COL ROMA                                          
GUSTAVO;BENITEZ;HERNANDEZ;AV BERNARDO REYES No 1810 nte COL INDUSTRIAL                                    
CARMEN ;BERNAL;LEDESMA;MINERVA No 1511 COL NUEVA LINDAVISTA                                            
MARIO JESUS;BELTRAN;MAINERO;ROSELLINO # 815 COL CONTRY LA SILLA 8O SECTOR
ROSA MARIA;BETANCOURT;MORENO;CERRADA DE SAN BORJA No 31 COL DEL VALLE
RICARDO DANIEL;BECERRIL;MARTINEZ;AV LAZARO CARDENAS No 2932 ote-B COL MIRADOR RES                                
TERESA ;BETANZOS;MORALES;AV EUGENIO GARZA SADA No  3551 LOCAL C-4 PLAZA CONTRY                           
TADEO ;BERJON;MOLINARES;FRANCISCO SARABIA No 2412 COL LOMAS DE TOLTECA                                  
CLAUDIA ;BECERRIL;PANTOJA;AVE. SAN JOSE NO. 4861, COLONIA CEDROS                                          
MARIA GISELA;BECERRIL;PACHECO;JALISCO # 306 SUR COL INDEPENDENCIA                                             
KEVIN JORDAN;BERNAL;PALOMINO;PROLONGACION 5 DE FEBRERO S/N, COLONIA SAN JAVIER                               
RUBEN FRANCISCO;BELTRAN;PALAFOX;VENEZUELA No 215-A COL VISTA HERMOSA                                            
CARLOS IMANOL;BELAUSTEGUIGOITIA;REYES;VANEGAS # 411-B COL MITRAS CENTRO                                               
JORGE RENE;BELTRAN;ROMERO;RIO LAJAS No 2609-A COL BERNARDO REYES                                          
JOSE LUIS;BERNAL;RODRIGUEZ;CHOLULA No 100 COL MITRAS CENTRO                                                
MAX ORLANDO;BENITEZ;RUBIO;REMOLINO No 3523 COL RIVERAS DEL RIO                                            
MARIA DEL CARMEN ;BRENES;SANCHEZ;LAS PAMPAS # 790 COL RESIDENCIAL ESPANOLA                                       
DANIEL EDUARDO;BENITEZ;SANCHEZ;PASEO DE VARSOVIA NO. 3801, COLONIA LAS TORRES                                  
LILIA MARGARITA;BERMUDEZ;TORRES;FRANCISCO I. MADERO NO. 234, COLONIA INDUSTRIAL EL LECHUGAL                     
TIRZO ;BELTRAN;TORRES;BLVD BENITO JUAREZ No 160 COL RESIDENCIAL ESCOBEDO                              
INGRID ;BERLANGA;VASILE;ARTURO B. DE LA GARZA NO. 108 OTE. COLONIA CENTRO                               
JOSE MANUEL;BRISE�O;FLORES;CARRA LAREDO Km 994  EN ESCOBEDO                                                
EDGARDO ;BRIONES;VELAZQUEZ;LIBRAMIENTO SALTILLO LAREDO KM 20.8 ESCOBEDO N.L.                               
GABRIEL ;BOCANEGRA;HERNANDEZ;FRANCISCO G. SADA NO. 557 DEPT. 2, COLONIA CHEPEVERA                            
MARIA ESTHER;BOLIO;LUGARDO;CARLOS SALAZAR NO. 1137 PTE, COLONIA CENTRO0                                    
MARTIN ALONSO;BORREGO;LLORENTE;AVE. RUIZ CORTINES NO. 1100LOCAL 2  COLONIA CENTRAL DE CARGA                    
MARATH BARUCH;BOLA�OS;LOPEZ;3era VIDRIERA No 1217 COL 1o DE MAYO                                            
JOSE VICENTE;BORJON;LOPEZ COTERILLA;FRANCISCO MARQUEZ No 514-A COL OBRERA                                           
ARTURO ;BONILLA;MARTINEZ;RIO MARNE No 24 COL CUAUHTEMOC                                                  
DARCY DANIELA;BONETTI;MELENDEZ;VALLE DE JUAREZ NO. 912 COLONIA VALLE DE LOS NOGALES                            
EDER JHOSUA;BOJORQUEZ;MENA;JERONIMO CARDONA NO. 116-B, COLONIA BUROCRATAS DEL ESTADO                       
JULIA ADRIANA;BORJA;QUI�ONES;5 de FEBRERO No 1411 pte COL PIO X                                              
ELSA LETICIA;BORJA;RUY SANCHEZ;JUAN DE DIOS TREVIÑO No 203 COL SAN JERONIMO                                    
ALEJANDRA MARIA GABRIELA;BOLOGNA;ZUBIKARAI;20 de NOVIEMBRE No 350 sur COL MARIA LUISA                                      
GEMA ADRIANA;BUSTAMANTE ;AYALA;AV RUIZ CORTINES No 594 col victoria                                            
RAFAEL ;BUENO;ANAYA;NARCISO MENDOZA NO. 4414, COLONIA VICTORIA                                      
DEBORAH ;BUIZA;GOYRI;PUERTO MEXICO No 240 COL VALLE DE LAS BRISAS                                    
JESUS ADRIAN;BUSTAMANTE;GONZALEZ;TERRANOVA NO 455 COL CUMBRES  1ER SECTOR                                        
MARTHA BEATRIZ;BUENO;GONZALEZ;AVE GUERRERO NO 3240 NTE COL DEL NORTE                                          
MARIANA ;BUENDIA;HERNANDEZ;VALLE DE SAN JUAN DEL RIO No 10 COL VISTA DEL VALLE                             
MARIANO ;BUENDIA;JUAREZ;CALZADA SAN PEDRO No 250  2o PISO COL MIRAVALLE                                 
ALICIA GUADALUPE;BUENROSTRO;MASSIEU;AV COLON No 1202 pte CTRO CD                                                    
EDDIE ROBERTO;BURGOS;MOLINA;AVE. GONZALITOS NO. 329 NTE., COLONIA URDIALES                                  
GAMALIEL ;BUSTILLOS;MU�OZ;PERICUTIN NO 500 COL NUEVO REPUEBLO
MELISSA ;BUTRON;MORALES;ANDRES G. SADA No 410 COL INDS DEL VIDRIO                                       
CLAUDIA ANGELICA;BUENO;REYNAGA;PRIVADA NAZAS No 1547 COL CENTRAL                                               
JUDITH ;BUSTAMANTE;RODRIGUEZ;VALLE DE POANAS NO. 1025, COLONIA VALLE DE LOS NOGALES                          
RODRIGO ;BUSTAMANTE;RIVA PALACIO;5a CALLE No 156 ote COL MIGUEL ALEMAN                                           
KENNIA MONSERRAT;BUSTAMANTE;SOTO;PICO DE ORIZABA NO 472 COL URDIALES                                             
JOSE EDUARDO;BUENROSTRO;VIELMAS;TREVIÑO No 2202 COL OBRERA                                                      
MONICA;BUITRON;YMAY;CALZADA SAN PEDRO No. 250 NTE., COL. MIRAVALLE
DANIEL ALBERTO;CAMARA;AVALOS;ROBLE No 1690 nte COL TIJERINA
ELSA ;CAMPUSANO;AGUILAR;ALBINO ESPINOSA NO 1028 OTE ALTOS CTRO CD                                       
FELIPE ;CARRERA;AGUAYO;SAN IDELFONSO NO. 5438 A, COLONIA VISTA SOL                                     
JORGE AGUSTIN;CARRANZA;ARTEAGA;TAPIA No 1339 ote CTRO CD                                                       
JORGE;CABRERA;AVILA;VALLE DE AGUAYO No 352 COL VALLE DEL CONTRY
JONATHAN ;CHAIT;AUERBACH;ISAAC GARZA NO 200 OTE CENTRO CD
JOAQUIN ;CASTELLANOS;AVENDA�O;ARIES No 110 COL CONTRY
JUAN CARLOS;CHAVARRIA;ALVIZO;RAYON 842 SUR, COLONIA CENTRO                                                   
JAZMIN ;CASTELLANOS;ARGUELLES;PERIFERICO SUR No 3325 COL SAN JERONIMO ACULCO                                  
LILIANA ;CAPETILLO;ALCEDA;WASHINGTON No 3000 pte COL DEP OBISPADO                                         
MARIO ;CHAPARRO;ALTAMIRANO;MONTE ACONCAGUA No. 103, COL. FRANCISCO G. SADA
OSWALDO AARON;CANTO;ARIAS;MODESTO ARREOLA No 1606 CTRO CD                                                 
OCTAVIO ;CASTA�EDA;ALCANTAR;JERONIMO CARDONA No 116-B COL BUROCRATAS DEL EDO
OSCAR ;CARVAJAL;AGUIRRE;AVE. PATRIOTISMO NO. 98 3ER, COLONIA TACUBAYA                                   
PATRICIA ;DEL CASTILLO;AGUILAR;BARRA DE NAVIDAD No 3625 COL VALLE DE LAS BRISAS                                
RAYMUNDA ;CASTELLANOS;AVENDA�O;ALFONSO MTZ DOMINGUEZ NO 212 FRACC NVO PERIFERICO
ULISES ;CABRERA;ARVIZU;PRESIDENTE MASARYK NO. 139, COLONIA CHAPULTEPEC MORALES                         
MARIA CONCEPCION;CACERES;BAZAN;MITRA CELESTE NO. 4978, COLONIA MITRA DORADA                                    
JOSE LUIS;CASTILLO;BUSTAMANTE;OCCIDENTE NO. 303, COLONIA ROMA                                                 
MARTHA ADRIANA;CAMARGO;BASILIO;PARICUTIN NO. 343-A, COLONIA ROMA                                               
OSCAR ALFREDO;CANCINO;BARRERA;WASHINGTONG NO. 833, COLONIA CENTRO                                             
MARIA DEL ROSARIO ;CARRASCO;BARRERA;JOSE BENITEZ No 2704 COL OBISPADO                                               
ULISES ;CABRERA;BUENDIA;UNAM No 212 COL VILLA UNIVERSIDAD
BLANCA ROSA MARTHA;CARRION;CONTRERAS;FRANCISCO I MADERO No 703 COL CHAPULTEPEC                                       
CARLOS ;CASTA�EDA;DE LA CUEVA;ZACATEPEC No 1106 COL JARDINES DE LA PASTORA
DRUCILA ;CASTILLO;CASTILLO;CAMINO REAL No. 7726 COL. TOPO CHICO
EFRAIN ;CARRANZA;CHAVEZ;JOAQUIN G LEAL No 623 nte CTRO CD                                               
FRANCISCA ;CASTRO;CRUZ;FELIPE VILLANUEVA NO. 613, COLONIA LOMAS DEL ROBLE                              
FRUEBEL;CANTERA;CHAVEZ;PACHUCA DE SOTO, COLONIA AMP. SANTA JULIA                                       
GABRIELA ;CAMARENA;CASTELLANOS;1O DE MAYO NO 325 COL 21 DE ENERO                                               
HECTOR HORACIO;CARLIN;CASTILLO;2 DE ABRIL NO. 413, COLONIA INDEPENDENCIA                                       
JESUS MARIO;CHACON;CARRILLO;AVE. SAN BERNABE NO. 333, COLONIA VALLE MORELOS                                 
JUAN CARLOS;CARRILLO;CABRERA;AVE. SANTO DOMINGO NO. 315, COLONIA NICOLAS BRAVO                               
JUAN MANUEL;CASTRO;CRUZ;PORFIRIO DIAZ NO. 110 NTE, COLNIA CENTRO                                        
JORGE LUIS;CHAVARRIA;CARRANZA;CARRETERA A VILLA JUAREZ NO. 514, COLONIA LOMAS DE LA PAZ                       
JOSE LUIS;CARDENAS;CORTES;MANUEL GOMEZ PEDRAZA NO. 2307, COLONIA PROGRESO                                 
LUIS ;CALLEJAS;CASAS;ALAMO VIEJONO. 607, COLONIA VALLE DE LOS ALAMOS                                 
MARTHA YADIRA;CASTILLO;CASTRO;LAZARO CARDENAS NO. 553, COLONIA JARDIN DE LAS TORRES                           
ROSA MARIA;CALLEJAS;CASAS;AVE. LINCOLN NO. 277, COLONIA MITRAS NORTE                                      
TANIA YADIRA;CARDENAS ;CHAVEZ;AVE. PUERTA DEL SOL NO. 538, COLINAS DE SAN JERONIMO                            
URIEL ;CASTILLO;CABRERA;ILDEFONSO VAZQUEZ No 2019 CTRO CD                                               
VICTOR HUGO;CARRASCO;CASTELLANOS;TECNICOS NO. 205, COLONIA TECNOLOGICO                                           
XIOMARA;CABALLERO;CASTRO;RUIZ CORTINEZ No 4001 pte  COL RES LINCOLN                                      
MARIELA;CARRILLO;DIAZ;HELIOS No 309 PARQUE INDUSTRIAL FINSA                                           
QUIAHUITL;CHAVEZ;DOMINGUEZ;HIDALGO No 138 sur CTRO DE SAN PEDRO                                            
JOSE RAFAEL;CASTELAZO;DIAZ LEAL;AV DEL PEÑON No 3150 COL CAMPESTRE LA SILLA                                     
MARIA EUGENIA;CANCHOLA;ESPINOS;CAMINO AL MIRADOR No 5305 COL DEL PASEO RESIDENCIAL                             
MARIA GUADALUPE;CASILLAS;ESCAMILLA;GUERRERO No 1601 COL DEL PRADO                                                  
GRACIELA ;CANCINO;ESCALANTE;MINA ROSITA No 2118 COL AZARCO                                                  
LAURA LILIANA;CASTILLO;ESPINOSA;HIDALGO No 323 CTRO SAN PEDRO
OLGA MARIA ;CANSINO;ESPINOSA;EMILIO CARRANZA No 999 sur CTRO CD
VICTOR OCTAVIO;CASTILLO;ESTEVEZ;AVE. ALMAZAN 1247 COL TOPO CHICO
ABIGAIL ;CALLEJA;FERNANDEZ;FRANCISCO M ZERTUCHE No 805 COL ZERTUCHE                                        
ALDO IVAN;CALIXTO;FONSECA;AV PICO BOLIVAR No 951 L-58 8avo SECTOR COL LAS PUENTES                         
GUADALUPE ERASMO;CARDENAS;FRANCO;PRIVADA DE ALCALA No 114 COL URBIVILLA DEL REY 2o SECTOR                        
IGNACIO;CABRERA;FERNANDEZ;MARIANO ARISTA No 424 nte CTRO CD                                               
LUIS ANGEL;CASTA�EDA;FLORES;ESPINOSA No 832 ote CTRO CD                                                     
SILVIA ;CASTILLO;FRANCO;FRAY BARTOLOME DE LAS CASAS NO. 219 C, COLONIA EL ROBLE                         
BEATRIZ MARIA GUADALUPE;CARRILLO;GONZALEZ;CHAMPOTON No 306 COL BRISAS                                                     
CRISTOBAL;CABRERA;GIL;AVE. LAS PUENTES NO. 846, COLONIA LAS PUENTES 7° SECTOR                         
EDUARDO GUADALUPE;CARRASCO;GONZALEZ;ARRAMBERRI No 1070 pte CENTRO CD                                                
ELVIRA;CASTILLO;GALAN;PEDRO DE MENDOZA NO. 727, COLONIA CUMBRES 4TO. SECTOR                           
EFREN;CASTA�EDA;GARCIA;JARDIN SUR No 425  COL JARDINES DEL CONTRY                                      
FLORENTINO ;CABRERA;GARCIA;MANUEL JOSE OTHONNO. 300, COLONIA ANAHUAC                                       
JOSE GUADALUPE;CAMARENA;GUERRERO;PROFRA. JULIA VILLARREAL NO. 6220, COLONIA DEL MAESTRO                          
GABRIELA ROSA MARIA;CABALLERO;GARCIA;SIERRA DE ANAHUAC NO. 213, COLONIA  LAS PUENTES 1ER. SECTOR                     
ISAYRA YATZIRY;CASTILLO;GONZALEZ;RAUL CABALLERO No 5421 COL FIDEL VELAZQUEZ                                      
JOSEFINA ;CARRILLO;GOVEA;VASCONCELOS NO. 316 OTE INTERIOR 5, COLONIA SIERRA MADRE                        
JORGE EDUARDO;CAMPOS;GUZMAN;PANAMA No 125 COL VISTA HERMOSA                                                 
JOSE LUIS;CALDERA;GARCIA;JOJUTLA No 104 COL VALLE MORELOS                                                
LUIS GUSTAVO;CHAVEZ;GARCIA;CAMINO DE LA PRADERA NO. 201, COLONIA BARRIO SAN PEDRO                          
MA. SALUD;CASTILLO;GONZALEZ;MIGUEL LAURENT, COLONIA DEL VALLE, DELEGACION BENITO JUAREZ                     
NORMA ANGELICA;CARBAJAL;GONZALEZ;2A. AVENIDA NO. 351-A, FRACCIONAMIENTO MARTE                                    
NADXIELII JAZMIN;CAMACHO;GUADALUPE;BLVD. HIDALGO NO. 2596-101, COLONIA JARDINES DEL VALLE                          
PERLA ILIANA;CASTILLO;GOMEZ;ARAUCARIA NO. 4856, COLONIA LOS CEDROS                                          
RUTH ;CABALLERO;GOMEZ;HUMANISMO SOCIAL NO. 3502-A, COLONIA RAUL RANGEL FRIAS                          
RAYMUNDO ;CASTELLANOS;GONZALEZ;GOLONDRINAS NO. 107, FRACCIONAMIENTO BUENOS AIRES                               
SILVIA ;CAMPERO;GARCIA;GUILLERMO PRIETO NO. 943 OTE, COLONIA CENTRO                                    
ULISES ;CANCHOLA;GUTIERREZ;VALLARTA No 602-A CTRO CD                                                       
ANTONIO ;CANTORAL;GORBEA;PROL ALFONSO REYES No 2607 L-1102 COL MIRADOR RESIDENCIAL                       
ANA MARIA ERIKA;CAMACHO;GONZALEZ;AVE. MADERO NO. 434 OTE, COLONIA CENTRO                                         
HAZZEL LIZETH;CARRANZA;HERNANDEZ;AV EJERCITO NACIONAL No 418 L-408 COL CHPULTEPEC MORALES                        
YAZMIN ;CALDERON;HERNANDEZ;AVE. EJERCITO NACIONAL NO. 418-408, COLONIA CHAPULTEPEC MORALES, DELEGACION MIGU
VICTOR ZADOROV;CARRILLO;IBARRA;AVE. EJERCITO NACIONAL NO. 418-408, COLONIA CHAPULTEPEC MORALES, DELEGACION MIGU
JOSE ALBERTO;CANSECO;JIMENEZ;HIDLAGO NORTE NO. 305, COLONIA CENTRO                                           
JUAN MANUEL;CALDERON;JAIMES;LUIS QUINTANAR NO. 1127, COLONIA BELLA VISTA                                    
